TIME,PC,INSTRUCTION,REG_DEST,PREV_VALUE,NEW_VALUE,UPDATE_TYPE
5650500,000000000001056c,00c6e6b3,x13,0000000000000000,0000000000000000,ALU
5653500,0000000000010570,03871713,x14,0000000000000000,0000000000000000,ALU
5656500,0000000000010574,00d76733,x14,0000000000000000,0000000000000000,ALU
5659500,0000000000010578,f0077713,x14,0000000000000000,0000000000000000,ALU
5712500,0000000000010580,0087ce03,x28,0000000000000003,0000000000000000,LOAD
5716500,0000000000010584,0097c303,x6,000000000000002e,0000000000000000,LOAD
5720500,0000000000010588,00a7c803,x16,0000000000000000,0000000000000000,LOAD
5724500,000000000001058c,00b7c503,x10,0000000000000000,0000000000000000,LOAD
5728500,0000000000010590,00c7c583,x11,0000000000000000,0000000000000000,LOAD
5732500,0000000000010594,00d7c603,x12,0000000000000000,0000000000000000,LOAD
5736500,0000000000010598,00e7c683,x13,0000000000000000,0000000000000000,LOAD
5740500,000000000001059c,00f7c783,x15,0000000000000000,0000000000000000,LOAD
5922500,00000000000105c0,02813783,x15,0000000000000000,0000000000000000,LOAD
5935000,00000000000105dc,b601b603,x12,0000000000000000,000000003fc00018,LOAD
5939000,00000000000105e0,01013583,x11,0000000000000000,000000003fc00008,LOAD
5943000,00000000000105e4,00c12503,x10,0000000000000000,0000000000000001,LOAD
5946000,00000000000105e8,7f1190ef,x1,0000000000010510,00000000000105ec,JUMP
5996500,000000000002a5d8,fe010113,x2,000000003fbffec0,000000003fbffea0,ALU
5999500,000000000002a5dc,000007b7,x15,0000000000000000,0000000000000000,ALU
6018500,000000000002a5f0,00078713,x14,0000000000000000,0000000000000000,ALU
6021500,000000000002a5f4,00050413,x8,0000000000010b00,0000000000000001,ALU
6024500,000000000002a5f8,00058493,x9,0000000000010bd8,000000003fc00008,ALU
6027500,000000000002a5fc,00060913,x18,0000000000000000,000000003fc00018,ALU
6171000,000000000002a658,be81a503,x10,0000000000000001,0000000000000000,LOAD
6175000,000000000002a65c,b781a783,x15,0000000000000000,0000000000000000,LOAD
6186500,000000000002a614,000977b7,x15,0000000000000000,0000000000097000,ALU
6243000,000000000002a61c,000977b7,x15,0000000000097000,0000000000097000,ALU
6254000,000000000002a628,e09ff0ef,x1,00000000000105ec,000000000002a62c,JUMP
6311500,000000000002a430,000977b7,x15,0000000000097000,0000000000097000,ALU
6315500,000000000002a434,1387a783,x15,0000000000097000,0000000000000000,LOAD
6368500,000000000002a440,ff010113,x2,000000003fbffea0,000000003fbffe90,ALU
6379500,000000000002a44c,059210ef,x1,000000000002a62c,000000000002a450,JUMP
6437500,000000000004bca4,06b00893,x17,0000000000093f90,000000000000006b,ALU
6442000,000000000004bca8,00000073,x10,0000000000000000,00000000000003e8,ECALL
6455000,000000000002a450,00050413,x8,0000000000000001,00000000000003e8,ALU
6458000,000000000002a454,045210ef,x1,000000000002a450,000000000002a458,JUMP
6462500,000000000004bc98,06600893,x17,000000000000006b,0000000000000066,ALU
6467000,000000000004bc9c,00000073,x10,00000000000003e8,00000000000003e8,ECALL
6480000,000000000002a458,00100793,x15,0000000000000000,0000000000000001,ALU
6487500,000000000002a478,045210ef,x1,000000000002a458,000000000002a47c,JUMP
6492000,000000000004bcbc,06c00893,x17,0000000000000066,000000000000006c,ALU
6544000,000000000004bcc0,00000073,x10,00000000000003e8,00000000000003e8,ECALL
6557000,000000000002a47c,00050413,x8,00000000000003e8,00000000000003e8,ALU
6611500,000000000002a480,031210ef,x1,000000000002a47c,000000000002a484,JUMP
6665500,000000000004bcb0,06800893,x17,000000000000006c,0000000000000068,ALU
6670000,000000000004bcb4,00000073,x10,00000000000003e8,00000000000003e8,ECALL
6734500,000000000002a484,40a4053b,x10,00000000000003e8,0000000000000000,ALU
6737500,000000000002a488,00a037b3,x15,0000000000000001,0000000000000000,ALU
6746000,000000000002a460,00813083,x1,000000000002a484,000000000002a62c,LOAD
6749000,000000000002a464,00094737,x14,0000000000000000,0000000000094000,ALU
6753000,000000000002a468,00013403,x8,00000000000003e8,0000000000000001,LOAD
6760000,000000000002a470,01010113,x2,000000003fbffe90,000000003fbffea0,ALU
6815500,000000000002a62c,c50ff0ef,x1,000000000002a62c,000000000002a630,JUMP
6863500,0000000000029a7c,fa010113,x2,000000003fbffea0,000000003fbffe40,ALU
6948500,0000000000029aa8,341290ef,x1,000000000002a630,0000000000029aac,JUMP
7001500,00000000000535e8,fffff337,x6,0000000000000000,fffffffffffff000,ALU
7004500,00000000000535ec,81010113,x2,000000003fbffe40,000000003fbff650,ALU
7007500,00000000000535f0,7d030313,x6,fffffffffffff000,fffffffffffff7d0,ALU
7116500,0000000000053604,00001737,x14,0000000000094000,0000000000001000,ALU
7119500,0000000000053608,00610133,x2,000000003fbff650,000000003fbfee20,ALU
7122500,000000000005360c,fffff7b7,x15,0000000000000000,fffffffffffff000,ALU
7125500,0000000000053610,00270733,x14,0000000000001000,000000003fbffe20,ALU
7128500,0000000000053614,000865b7,x11,000000003fc00008,0000000000086000,ALU
7131500,0000000000053618,10b00893,x17,0000000000000068,000000000000010b,ALU
7134500,000000000005361c,f9c00513,x10,0000000000000000,ffffffffffffff9c,ALU
7137500,0000000000053620,3b058593,x11,0000000000086000,00000000000863b0,ALU
7140500,0000000000053624,00f70633,x12,000000003fc00018,000000003fbfee20,ALU
7143500,0000000000053628,000016b7,x13,0000000000000000,0000000000001000,ALU
7148000,000000000005362c,00000073,x10,ffffffffffffff9c,0000000000000040,ECALL
7149000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7150000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7151000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7152000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7153000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7154000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7154500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7155000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7155500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7156000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7156500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7157000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7157500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7158000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7158500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7159000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7159500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7160000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7160500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7161000,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7161500,000000000005362c,00000073,x10,0000000000000040,0000000000000040,ECALL
7260000,000000000005363c,00064783,x15,fffffffffffff000,000000000000002f,LOAD
7264500,0000000000053640,05b00713,x14,000000003fbffe20,000000000000005b,ALU
7270500,0000000000053648,02f00693,x13,0000000000001000,000000000000002f,ALU
7276500,0000000000053650,00100593,x11,00000000000863b0,0000000000000001,ALU
7282500,0000000000053658,fff5041b,x8,0000000000000001,000000000000003f,ALU
7285500,000000000005365c,00040713,x14,000000000000005b,000000000000003f,ALU
7288500,0000000000053660,00e60733,x14,000000000000003f,000000003fbfee5f,ALU
7338000,0000000000053664,00074703,x14,000000003fbfee5f,0000000000000070,LOAD
7344000,000000000005366c,ffe5051b,x10,0000000000000040,000000000000003e,ALU
7347000,0000000000053670,00a60633,x12,000000003fbfee20,000000003fbfee5e,ALU
7353000,0000000000053678,fff60613,x12,000000003fbfee5e,000000003fbfee5d,ALU
7357000,000000000005367c,00164703,x14,0000000000000070,000000000000006f,LOAD
7409500,0000000000053680,fff4069b,x13,000000000000002f,000000000000003e,ALU
7415500,0000000000053688,00068413,x8,000000000000003f,000000000000003e,ALU
7426000,0000000000053678,fff60613,x12,000000003fbfee5d,000000003fbfee5c,ALU
7430000,000000000005367c,00164703,x14,000000000000006f,0000000000000074,LOAD
7433000,0000000000053680,fff4069b,x13,000000000000003e,000000000000003d,ALU
7439000,0000000000053688,00068413,x8,000000000000003e,000000000000003d,ALU
7449500,0000000000053678,fff60613,x12,000000003fbfee5c,000000003fbfee5b,ALU
7453500,000000000005367c,00164703,x14,0000000000000074,0000000000000056,LOAD
7456500,0000000000053680,fff4069b,x13,000000000000003d,000000000000003c,ALU
7462500,0000000000053688,00068413,x8,000000000000003d,000000000000003c,ALU
7473000,0000000000053678,fff60613,x12,000000003fbfee5b,000000003fbfee5a,ALU
7477000,000000000005367c,00164703,x14,0000000000000056,000000000000002f,LOAD
7480000,0000000000053680,fff4069b,x13,000000000000003c,000000000000003b,ALU
7535500,0000000000053744,0014051b,x10,000000000000003e,000000000000003d,ALU
7538500,0000000000053748,ff8cf0ef,x1,0000000000029aac,000000000005374c,JUMP
7641000,0000000000022f40,9681b303,x6,fffffffffffff7d0,00000000000240d0,LOAD
7691500,00000000000230d0,00008593,x11,0000000000000001,000000000005374c,ALU
7791000,00000000000240d0,9441a783,x15,000000000000002f,ffffffffffffffff,LOAD
7802500,00000000000240e0,fe010113,x2,000000003fbfee20,000000003fbfee00,ALU
7813500,00000000000240ec,c69ff0ef,x1,000000000005374c,00000000000240f0,JUMP
7976500,0000000000023d54,fb010113,x2,000000003fbfee00,000000003fbfedb0,ALU
8028000,0000000000023d5c,00094737,x14,000000000000002f,0000000000094000,ALU
8032000,0000000000023d60,b601b483,x9,000000003fc00008,000000003fc00018,LOAD
8167500,0000000000023d88,69870713,x14,0000000000094000,0000000000094698,ALU
8178500,0000000000023d94,000757b7,x15,ffffffffffffffff,0000000000075000,ALU
8181500,0000000000023d98,00000a13,x20,0000000000000000,0000000000000000,ALU
8184500,0000000000023d9c,04100a93,x21,0000000000000000,0000000000000041,ALU
8187500,0000000000023da0,04c00b13,x22,0000000000000000,000000000000004c,ALU
8190500,0000000000023da4,04f00b93,x23,0000000000000000,000000000000004f,ALU
8193500,0000000000023da8,9b078913,x18,000000003fc00018,00000000000749b0,ALU
8247000,0000000000023db0,0004b403,x8,000000000000003c,0000000000000000,LOAD
8303000,0000000000023e60,04813083,x1,00000000000240f0,00000000000240f0,LOAD
8306000,0000000000023e64,00100793,x15,0000000000075000,0000000000000001,ALU
8314000,0000000000023e6c,04013403,x8,0000000000000000,000000000000003c,LOAD
8318000,0000000000023e70,03813483,x9,000000003fc00018,000000003fc00008,LOAD
8322000,0000000000023e74,03013903,x18,00000000000749b0,000000003fc00018,LOAD
8326000,0000000000023e78,02813983,x19,0000000000000000,0000000000000000,LOAD
8330000,0000000000023e7c,02013a03,x20,0000000000000000,0000000000000000,LOAD
8379500,0000000000023e80,01813a83,x21,0000000000000041,0000000000000000,LOAD
8383500,0000000000023e84,01013b03,x22,000000000000004c,0000000000000000,LOAD
8387500,0000000000023e88,00813b83,x23,000000000000004f,0000000000000000,LOAD
8391500,0000000000023e8c,00013c03,x24,0000000000000000,0000000000000000,LOAD
8394500,0000000000023e90,05010113,x2,000000003fbfedb0,000000003fbfee00,ALU
8403000,00000000000240f0,00813503,x10,000000000000003d,000000000000003d,LOAD
8407000,00000000000240f4,01813083,x1,00000000000240f0,000000000005374c,LOAD
8410000,00000000000240f8,02010113,x2,000000003fbfee00,000000003fbfee20,ALU
8508500,0000000000022f40,9681b303,x6,00000000000240d0,0000000000000000,LOAD
8514500,0000000000022f48,fe010113,x2,000000003fbfee20,000000003fbfee00,ALU
8522500,0000000000022f50,02823403,x8,000000000000003c,0000000000094698,LOAD
8533500,0000000000022f5c,00050493,x9,000000003fc00008,000000000000003d,ALU
8589000,0000000000022f64,00442783,x15,0000000000000001,0000000000000000,LOAD
8592000,0000000000022f68,0047f793,x15,0000000000000000,0000000000000000,ALU
8598000,0000000000022f70,00100513,x10,000000000000003d,0000000000000001,ALU
8601000,0000000000022f74,4dc00893,x17,000000000000010b,00000000000004dc,ALU
8604000,0000000000022f78,00040593,x11,000000000005374c,0000000000094698,ALU
8607000,0000000000022f7c,00000613,x12,000000003fbfee5a,0000000000000000,ALU
8660500,0000000000022f80,00050693,x13,000000000000003b,0000000000000001,ALU
8665000,0000000000022f84,00000073,x10,0000000000000001,0000000000000000,ECALL
8666000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8667000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8667500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8668000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8668500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8669000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8669500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8670000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8670500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8671000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8671500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8672000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8672500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8673000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8673500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8674000,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8674500,0000000000022f84,00000073,x10,0000000000000000,0000000000000000,ECALL
8681000,0000000000022f90,00048593,x11,0000000000094698,000000000000003d,ALU
8684000,0000000000022f94,00040513,x10,0000000000000000,0000000000094698,ALU
8687000,0000000000022f98,c60fe0ef,x1,000000000005374c,0000000000022f9c,JUMP
8738500,00000000000213f8,f4010113,x2,000000003fbfee00,000000003fbfed40,ALU
8834500,0000000000021430,fbf00793,x15,0000000000000000,ffffffffffffffbf,ALU
8892000,000000000002143c,01758313,x6,0000000000000000,0000000000000054,ALU
8945500,0000000000021440,01f00793,x15,ffffffffffffffbf,000000000000001f,ALU
8948500,0000000000021444,00050d93,x27,0000000000000000,0000000000094698,ALU
8954500,000000000002144c,ff037c93,x25,0000000000000000,0000000000000050,ALU
8960500,0000000000021454,000c8a1b,x20,0000000000000000,0000000000000050,ALU
8964500,0000000000021458,b581b783,x15,000000000000001f,0000000000000000,LOAD
8967500,000000000002145c,004a571b,x14,0000000000094698,0000000000000005,ALU
8977500,0000000000021468,3ff00793,x15,0000000000000000,00000000000003ff,ALU
8984500,0000000000021470,02012783,x15,00000000000003ff,0000000000000005,LOAD
8987500,0000000000021474,0017971b,x14,0000000000000005,000000000000000a,ALU
8990500,0000000000021478,ffe7071b,x14,000000000000000a,0000000000000008,ALU
8993500,000000000002147c,02071713,x14,0000000000000008,0000000800000000,ALU
9041500,0000000000021480,02075713,x14,0000000800000000,0000000000000008,ALU
9044500,0000000000021484,00d70713,x14,0000000000000008,0000000000000015,ALU
9047500,0000000000021488,00371713,x14,0000000000000015,00000000000000a8,ALU
9110500,00000000000216e8,00ed8733,x14,00000000000000a8,0000000000094740,ALU
9159000,00000000000216ec,00873783,x15,0000000000000005,0000000000000000,LOAD
9162000,00000000000216f0,ff070693,x13,0000000000000001,0000000000094730,ALU
9215500,0000000000021d60,009cd793,x15,0000000000000000,0000000000000000,ALU
9218500,0000000000021d64,006cd413,x8,0000000000094698,0000000000000001,ALU
9221500,0000000000021d68,000d8513,x10,0000000000094698,0000000000094698,ALU
9224500,0000000000021d6c,00078493,x9,000000000000003d,0000000000000000,ALU
9235500,0000000000021d78,a5cfd0ef,x1,0000000000022f9c,0000000000021d7c,JUMP
9288500,000000000001efd4,b581b783,x15,0000000000000000,0000000000000000,LOAD
9389500,000000000001e448,00001737,x14,0000000000094740,0000000000001000,ALU
9392500,000000000001e44c,05850693,x13,0000000000094730,00000000000946f0,ALU
9395500,000000000001e450,84870713,x14,0000000000001000,0000000000000848,ALU
9398500,000000000001e454,00068793,x15,0000000000000000,00000000000946f0,ALU
9401500,000000000001e458,00e50733,x14,0000000000000848,0000000000094ee0,ALU
9463000,000000000001e464,01078793,x15,00000000000946f0,0000000000094700,ALU
9478500,000000000001e464,01078793,x15,0000000000094700,0000000000094710,ALU
9494000,000000000001e464,01078793,x15,0000000000094710,0000000000094720,ALU
9509500,000000000001e464,01078793,x15,0000000000094720,0000000000094730,ALU
9525000,000000000001e464,01078793,x15,0000000000094730,0000000000094740,ALU
9540500,000000000001e464,01078793,x15,0000000000094740,0000000000094750,ALU
9556000,000000000001e464,01078793,x15,0000000000094750,0000000000094760,ALU
9571500,000000000001e464,01078793,x15,0000000000094760,0000000000094770,ALU
9634000,000000000001e464,01078793,x15,0000000000094770,0000000000094780,ALU
9649500,000000000001e464,01078793,x15,0000000000094780,0000000000094790,ALU
9665000,000000000001e464,01078793,x15,0000000000094790,00000000000947a0,ALU
9680500,000000000001e464,01078793,x15,00000000000947a0,00000000000947b0,ALU
9745000,000000000001e464,01078793,x15,00000000000947b0,00000000000947c0,ALU
9760500,000000000001e464,01078793,x15,00000000000947c0,00000000000947d0,ALU
9776000,000000000001e464,01078793,x15,00000000000947d0,00000000000947e0,ALU
9791500,000000000001e464,01078793,x15,00000000000947e0,00000000000947f0,ALU
9856000,000000000001e464,01078793,x15,00000000000947f0,0000000000094800,ALU
9871500,000000000001e464,01078793,x15,0000000000094800,0000000000094810,ALU
9887000,000000000001e464,01078793,x15,0000000000094810,0000000000094820,ALU
9902500,000000000001e464,01078793,x15,0000000000094820,0000000000094830,ALU
9967000,000000000001e464,01078793,x15,0000000000094830,0000000000094840,ALU
9982500,000000000001e464,01078793,x15,0000000000094840,0000000000094850,ALU
