TIME,OP,PC,ADDR,SIZE,SIGN,DATA,HIT_MISS,SET,TAG,WAY,INSTRUCTION
39424000,WRITE,00000000000161f4,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,00913c23
39427500,WRITE,00000000000161f8,000000003fbffe98,7,1,000000000001643c, HIT,26,0000000007f7ff,1,02113423
39428000,WRITE,00000000000161f8,000000003fbffe98,7,1,000000000001643c, HIT,26,0000000007f7ff,1,02113423
39431500,WRITE,00000000000161fc,000000003fbffe80,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,01213823
39432000,WRITE,00000000000161fc,000000003fbffe80,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,01213823
39583000, READ,0000000000016220,00000000000959f8,7,1,0000000000096388, HIT,7,0000000000012b,1,0009b903
39583500, READ,0000000000016220,00000000000959f8,7,1,0000000000096388, HIT,7,0000000000012b,1,0009b903
39667000, READ,0000000000016230,0000000000096390,7,1,0000000000000000, HIT,14,0000000000012c,1,00853783
39667500, READ,0000000000016230,0000000000096390,7,1,0000000000000000, HIT,14,0000000000012c,1,00853783
39721500, READ,0000000000016270,0000000000096388,7,1,0000000000000000, HIT,14,0000000000012c,1,00053783
39722000, READ,0000000000016270,0000000000096388,7,1,0000000000000000, HIT,14,0000000000012c,1,00053783
39725500,WRITE,0000000000016274,0000000000096390,7,1,0000000000000000, HIT,14,0000000000012c,1,00053423
39726000,WRITE,0000000000016274,0000000000096390,7,1,0000000000000000, HIT,14,0000000000012c,1,00053423
39829500,WRITE,000000000001633c,0000000000096390,7,1,0000000000000001, HIT,14,0000000000012c,1,00e53423
39830000,WRITE,000000000001633c,0000000000096390,7,1,0000000000000001, HIT,14,0000000000012c,1,00e53423
39928000, READ,00000000000162ac,0000000000097048,7,1,0000000000000000, HIT,1,0000000000012e,1,0486b703
39928500, READ,00000000000162ac,0000000000097048,7,1,0000000000000000, HIT,1,0000000000012e,1,0486b703
39935000,WRITE,00000000000162b4,0000000000096398,7,1,0000000000000001, HIT,14,0000000000012c,1,00c7b023
39935500,WRITE,00000000000162b4,0000000000096398,7,1,0000000000000001, HIT,14,0000000000012c,1,00c7b023
39942000,WRITE,00000000000162bc,0000000000097048,7,1,0000000000000001, HIT,1,0000000000012e,1,04e6b423
39942500,WRITE,00000000000162bc,0000000000097048,7,1,0000000000000001, HIT,1,0000000000012e,1,04e6b423
40039000, READ,00000000000162c8,0000000000095bdc,4,1,0000000000000001, HIT,15,0000000000012b,1,aec1a703
40039500, READ,00000000000162c8,0000000000095bdc,4,1,0000000000000001, HIT,15,0000000000012b,1,aec1a703
40081500, READ,00000000000162f4,000000003fbffe98,7,1,000000000001643c, HIT,26,0000000007f7ff,1,02813083
40082000, READ,00000000000162f4,000000003fbffe98,7,1,000000000001643c, HIT,26,0000000007f7ff,1,02813083
40088500, READ,00000000000162fc,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,02013403
40089000, READ,00000000000162fc,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,02013403
40092500, READ,0000000000016300,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01813483
40093000, READ,0000000000016300,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01813483
40096500, READ,0000000000016304,000000003fbffe80,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,01013903
40097000, READ,0000000000016304,000000003fbffe80,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,01013903
40100500, READ,0000000000016308,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,00813983
40101000, READ,0000000000016308,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,00813983
40204500,WRITE,0000000000016440,00000000000963a0,7,1,0000000000010bd8, HIT,14,0000000000012c,1,01253423
40205000,WRITE,0000000000016440,00000000000963a0,7,1,0000000000010bd8, HIT,14,0000000000012c,1,01253423
40208500,WRITE,0000000000016444,00000000000963a8,7,1,0000000000000000, HIT,14,0000000000012c,1,00953823
40209000,WRITE,0000000000016444,00000000000963a8,7,1,0000000000000000, HIT,14,0000000000012c,1,00953823
40212500,WRITE,0000000000016448,00000000000963b0,7,1,0000000000000000, HIT,14,0000000000012c,1,00853c23
40213000,WRITE,0000000000016448,00000000000963b0,7,1,0000000000000000, HIT,14,0000000000012c,1,00853c23
40222500,WRITE,0000000000016454,0000000000096398,7,1,0000000000000004, HIT,14,0000000000012c,1,00f53023
40223000,WRITE,0000000000016454,0000000000096398,7,1,0000000000000004, HIT,14,0000000000012c,1,00f53023
40229500, READ,000000000001645c,000000003fbffeb8,7,1,0000000000010600, HIT,26,0000000007f7ff,1,01813083
40230000, READ,000000000001645c,000000003fbffeb8,7,1,0000000000010600, HIT,26,0000000007f7ff,1,01813083
40233500, READ,0000000000016460,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,01013403
40234000, READ,0000000000016460,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,01013403
40237500, READ,0000000000016464,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,00813483
40238000, READ,0000000000016464,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,00813483
40241500, READ,0000000000016468,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,00013903
40242000, READ,0000000000016468,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,00013903
40303500, READ,0000000000010604,0000000000093fb8,4,1,0000000000000000, HIT,30,00000000000127,1,fb87a783
40304000, READ,0000000000010604,0000000000093fb8,4,1,0000000000000000, HIT,30,00000000000127,1,fb87a783
40313500, READ,0000000000010610,0000000000095c50,7,1,000000003fc00018, HIT,17,0000000000012b,1,b601b603
40314000, READ,0000000000010610,0000000000095c50,7,1,000000003fc00018, HIT,17,0000000000012b,1,b601b603
40420000, READ,0000000000010614,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,01013583
40420500, READ,0000000000010614,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,01013583
40424000, READ,0000000000010618,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00c12503
40424500, READ,0000000000010618,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00c12503
40480500,WRITE,0000000000010b04,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,02813823
40481000,WRITE,0000000000010b04,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,02813823
40484500,WRITE,0000000000010b08,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03213023
40485000,WRITE,0000000000010b08,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,03213023
40503500,WRITE,0000000000010b20,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01313c23
40504000,WRITE,0000000000010b20,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01313c23
40507500,WRITE,0000000000010b24,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01413823
40508000,WRITE,0000000000010b24,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01413823
40511500,WRITE,0000000000010b28,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01513423
40512000,WRITE,0000000000010b28,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01513423
40515500,WRITE,0000000000010b2c,000000003fbffeb8,7,1,0000000000010620, HIT,26,0000000007f7ff,1,02113c23
40516000,WRITE,0000000000010b2c,000000003fbffeb8,7,1,0000000000010620, HIT,26,0000000007f7ff,1,02113c23
40519500,WRITE,0000000000010b30,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,02913423
40520000,WRITE,0000000000010b30,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,02913423
40669000, READ,0000000000010b50,0000000000093f70,7,1,000000000001038c, HIT,29,00000000000127,1,00043783
40669500, READ,0000000000010b50,0000000000093f70,7,1,000000000001038c, HIT,29,00000000000127,1,00043783
40825500, READ,0000000000010b94,0000000000093f78,7,1,000000000001044c, HIT,29,00000000000127,1,00043783
40826000, READ,0000000000010b94,0000000000093f78,7,1,000000000001044c, HIT,29,00000000000127,1,00043783
40915500,WRITE,0000000000010468,000000003fbffe78,7,1,0000000000010bac, HIT,25,0000000007f7ff,1,00113423
40916000,WRITE,0000000000010468,000000003fbffe78,7,1,0000000000010bac, HIT,25,0000000007f7ff,1,00113423
41020000, READ,0000000000072884,000000000008ec08,4,1,0000000000000014, HIT,16,0000000000011d,1,00052783
41020500, READ,0000000000072884,000000000008ec08,4,1,0000000000000014, HIT,16,0000000000011d,1,00052783
41080500,WRITE,0000000000072748,0000000000095e80,7,1,ffffffffffffffff, HIT,26,0000000000012b,0,00f5b023
41081000,WRITE,0000000000072748,0000000000095e80,7,1,ffffffffffffffff, HIT,26,0000000000012b,0,00f5b023
41087500,WRITE,0000000000072750,0000000000095ea0,7,1,00000000000007f8, HIT,26,0000000000012b,0,02f5b023
41088000,WRITE,0000000000072750,0000000000095ea0,7,1,00000000000007f8, HIT,26,0000000000012b,0,02f5b023
41091500,WRITE,0000000000072754,0000000000095e88,7,1,0000000000000000, HIT,26,0000000000012b,0,0005b423
41092000,WRITE,0000000000072754,0000000000095e88,7,1,0000000000000000, HIT,26,0000000000012b,0,0005b423
41095500,WRITE,0000000000072758,0000000000095e90,7,1,0000000000000000, HIT,26,0000000000012b,0,0005b823
41096000,WRITE,0000000000072758,0000000000095e90,7,1,0000000000000000, HIT,26,0000000000012b,0,0005b823
41099500,WRITE,000000000007275c,0000000000095e98,7,1,000000000008ec08, HIT,26,0000000000012b,0,00a5bc23
41100000,WRITE,000000000007275c,0000000000095e98,7,1,000000000008ec08, HIT,26,0000000000012b,0,00a5bc23
41176000, READ,0000000000072764,00000000000958c8,7,1,0000000000000000, HIT,3,0000000000012b,1,1687b783
41176500, READ,0000000000072764,00000000000958c8,7,1,0000000000000000, HIT,3,0000000000012b,1,1687b783
41281000, READ,00000000000727c8,0000000000096bf0,7,1,0000000000000000, HIT,15,0000000000012d,1,42c7b783
41281500, READ,00000000000727c8,0000000000096bf0,7,1,0000000000000000, HIT,15,0000000000012d,1,42c7b783
41285000,WRITE,00000000000727cc,0000000000095ea8,7,1,0000000000000000, HIT,26,0000000000012b,0,02f5b423
41285500,WRITE,00000000000727cc,0000000000095ea8,7,1,0000000000000000, HIT,26,0000000000012b,0,02f5b423
41292000,WRITE,00000000000727d4,0000000000096bf0,7,1,0000000000095e80, HIT,15,0000000000012d,1,42b2b023
41292500,WRITE,00000000000727d4,0000000000096bf0,7,1,0000000000095e80, HIT,15,0000000000012d,1,42b2b023
41300500, READ,0000000000010470,000000003fbffe78,7,1,0000000000010bac, HIT,25,0000000007f7ff,1,00813083
41301000, READ,0000000000010470,000000003fbffe78,7,1,0000000000010bac, HIT,25,0000000007f7ff,1,00813083
41448000, READ,0000000000010bb4,000000003fbffeb8,7,1,0000000000010620, HIT,26,0000000007f7ff,1,03813083
41448500, READ,0000000000010bb4,000000003fbffeb8,7,1,0000000000010620, HIT,26,0000000007f7ff,1,03813083
41452000, READ,0000000000010bb8,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,03013403
41452500, READ,0000000000010bb8,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,03013403
41456000, READ,0000000000010bbc,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,02813483
41456500, READ,0000000000010bbc,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,02813483
41506500, READ,0000000000010bc0,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,02013903
41507000, READ,0000000000010bc0,000000003fbffea0,7,1,0000000000000000, HIT,26,0000000007f7ff,1,02013903
41510500, READ,0000000000010bc4,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01813983
41511000, READ,0000000000010bc4,000000003fbffe98,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01813983
41514500, READ,0000000000010bc8,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01013a03
41515000, READ,0000000000010bc8,000000003fbffe90,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01013a03
41518500, READ,0000000000010bcc,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,00813a83
41519000, READ,0000000000010bcc,000000003fbffe88,7,1,0000000000000000, HIT,26,0000000007f7ff,1,00813a83
41686500, READ,000000000002967c,0000000000097058,7,1,0000000000000000, HIT,1,0000000000012e,1,0087b703
41687000, READ,000000000002967c,0000000000097058,7,1,0000000000000000, HIT,1,0000000000012e,1,0087b703
41696500,WRITE,0000000000029688,0000000000097050,4,1,0000000000000001, HIT,1,0000000000012e,1,00e7a023
41697000,WRITE,0000000000029688,0000000000097050,4,1,0000000000000001, HIT,1,0000000000012e,1,00e7a023
41706500, READ,0000000000029694,0000000000097070,7,1,0000000000000000, HIT,1,0000000000012e,1,07073503
41707000, READ,0000000000029694,0000000000097070,7,1,0000000000000000, HIT,1,0000000000012e,1,07073503
41803000, READ,0000000000029654,00000000000953e8,7,1,0000000000094f28, HIT,15,0000000000012a,1,0005b703
41803500, READ,0000000000029654,00000000000953e8,7,1,0000000000094f28, HIT,15,0000000000012a,1,0005b703
41807000,WRITE,0000000000029658,0000000000097070,7,1,0000000000000000, HIT,1,0000000000012e,1,02a7b023
41807500,WRITE,0000000000029658,0000000000097070,7,1,0000000000000000, HIT,1,0000000000012e,1,02a7b023
41811000,WRITE,000000000002965c,0000000000097058,7,1,0000000000094f28, HIT,1,0000000000012e,1,00e7b423
41811500,WRITE,000000000002965c,0000000000097058,7,1,0000000000094f28, HIT,1,0000000000012e,1,00e7b423
41821000,WRITE,0000000000029668,0000000000097060,7,1,0000000000029604, HIT,1,0000000000012e,1,00e7b823
41821500,WRITE,0000000000029668,0000000000097060,7,1,0000000000029604, HIT,1,0000000000012e,1,00e7b823
41978000,WRITE,00000000000154c4,000000003fbffee8,7,1,0000000000010634, HIT,27,0000000007f7ff,1,00153023
41978500,WRITE,00000000000154c4,000000003fbffee8,7,1,0000000000010634, HIT,27,0000000007f7ff,1,00153023
41982000,WRITE,00000000000154c8,000000003fbffef0,7,1,0000000000010b00, HIT,27,0000000007f7ff,1,00853423
41982500,WRITE,00000000000154c8,000000003fbffef0,7,1,0000000000010b00, HIT,27,0000000007f7ff,1,00853423
41986000,WRITE,00000000000154cc,000000003fbffef8,7,1,0000000000010bd8, HIT,27,0000000007f7ff,1,00953823
41986500,WRITE,00000000000154cc,000000003fbffef8,7,1,0000000000010bd8, HIT,27,0000000007f7ff,1,00953823
42097000,WRITE,00000000000154d0,000000003fbfff00,7,1,0000000000000000, HIT,28,0000000007f7ff,1,01253c23
42097500,WRITE,00000000000154d0,000000003fbfff00,7,1,0000000000000000, HIT,28,0000000007f7ff,1,01253c23
42101000,WRITE,00000000000154d4,000000003fbfff08,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03353023
42101500,WRITE,00000000000154d4,000000003fbfff08,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03353023
42105000,WRITE,00000000000154d8,000000003fbfff10,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03453423
42105500,WRITE,00000000000154d8,000000003fbfff10,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03453423
42109000,WRITE,00000000000154dc,000000003fbfff18,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03553823
42109500,WRITE,00000000000154dc,000000003fbfff18,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03553823
42113000,WRITE,00000000000154e0,000000003fbfff20,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03653c23
42113500,WRITE,00000000000154e0,000000003fbfff20,7,1,0000000000000000, HIT,28,0000000007f7ff,1,03653c23
42117000,WRITE,00000000000154e4,000000003fbfff28,7,1,0000000000000000, HIT,28,0000000007f7ff,1,05753023
42117500,WRITE,00000000000154e4,000000003fbfff28,7,1,0000000000000000, HIT,28,0000000007f7ff,1,05753023
42121000,WRITE,00000000000154e8,000000003fbfff30,7,1,0000000000000000, HIT,28,0000000007f7ff,1,05853423
42121500,WRITE,00000000000154e8,000000003fbfff30,7,1,0000000000000000, HIT,28,0000000007f7ff,1,05853423
42125000,WRITE,00000000000154ec,000000003fbfff38,7,1,0000000000000000, HIT,28,0000000007f7ff,1,05953823
42125500,WRITE,00000000000154ec,000000003fbfff38,7,1,0000000000000000, HIT,28,0000000007f7ff,1,05953823
42178000,WRITE,00000000000154f0,000000003fbfff40,7,1,0000000000000000, HIT,29,0000000007f7ff,1,05a53c23
42178500,WRITE,00000000000154f0,000000003fbfff40,7,1,0000000000000000, HIT,29,0000000007f7ff,1,05a53c23
42182000,WRITE,00000000000154f4,000000003fbfff48,7,1,0000000000000000, HIT,29,0000000007f7ff,1,07b53023
42182500,WRITE,00000000000154f4,000000003fbfff48,7,1,0000000000000000, HIT,29,0000000007f7ff,1,07b53023
42186000,WRITE,00000000000154f8,000000003fbfff50,7,1,000000003fbffec0, HIT,29,0000000007f7ff,1,06253423
42186500,WRITE,00000000000154f8,000000003fbfff50,7,1,000000003fbffec0, HIT,29,0000000007f7ff,1,06253423
42239000,WRITE,0000000000015504,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,00813023
42239500,WRITE,0000000000015504,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,00813023
42243000,WRITE,0000000000015508,000000003fbffeb8,7,1,0000000000010634, HIT,26,0000000007f7ff,1,00113423
42243500,WRITE,0000000000015508,000000003fbffeb8,7,1,0000000000010634, HIT,26,0000000007f7ff,1,00113423
42254500, READ,0000000000015528,000000003fbffeb8,7,1,0000000000010634, HIT,26,0000000007f7ff,1,00813083
42255000, READ,0000000000015528,000000003fbffeb8,7,1,0000000000010634, HIT,26,0000000007f7ff,1,00813083
42307000,WRITE,000000000001552c,000000003fbfffb8,4,1,0000000000000000, HIT,30,0000000007f7ff,1,0cb42823
42307500,WRITE,000000000001552c,000000003fbfffb8,4,1,0000000000000000, HIT,30,0000000007f7ff,1,0cb42823
42314000, READ,0000000000015534,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,00013403
42314500, READ,0000000000015534,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,00013403
42415000, READ,0000000000010638,0000000000098100,7,1,0000000000000000, HIT,4,00000000000130,1,a0023683
42415500, READ,0000000000010638,0000000000098100,7,1,0000000000000000, HIT,4,00000000000130,1,a0023683
42463000, READ,000000000001063c,00000000000980f8,7,1,0000000000000000, HIT,3,00000000000130,1,9f823703
42463500, READ,000000000001063c,00000000000980f8,7,1,0000000000000000, HIT,3,00000000000130,1,9f823703
42467000, READ,0000000000010640,0000000000095c50,7,1,000000003fc00018, HIT,17,0000000000012b,1,b601b603
42467500, READ,0000000000010640,0000000000095c50,7,1,000000003fc00018, HIT,17,0000000000012b,1,b601b603
42471000, READ,0000000000010644,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,01013583
42471500, READ,0000000000010644,000000003fbffed0,7,1,000000003fc00008, HIT,27,0000000007f7ff,1,01013583
42475000, READ,0000000000010648,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00c12503
42475500, READ,0000000000010648,000000003fbffecc,4,1,0000000000000001, HIT,27,0000000007f7ff,1,00c12503
42479000, READ,000000000001064c,000000003fbffed8,7,1,00000000000102ec, HIT,27,0000000007f7ff,1,01813783
42479500, READ,000000000001064c,000000003fbffed8,7,1,00000000000102ec, HIT,27,0000000007f7ff,1,01813783
42586000,WRITE,0000000000010650,000000003fbfffc8,7,1,0000000000000000, HIT,31,0000000007f7ff,1,10e13423
42586500,WRITE,0000000000010650,000000003fbfffc8,7,1,0000000000000000, HIT,31,0000000007f7ff,1,10e13423
42590000,WRITE,0000000000010654,000000003fbfffc0,7,1,0000000000000000, HIT,31,0000000007f7ff,1,10d13023
42590500,WRITE,0000000000010654,000000003fbfffc0,7,1,0000000000000000, HIT,31,0000000007f7ff,1,10d13023
42597000,WRITE,000000000001065c,0000000000098100,7,1,000000003fbffee8, HIT,4,00000000000130,1,a0e23023
42597500,WRITE,000000000001065c,0000000000098100,7,1,000000003fbffee8, HIT,4,00000000000130,1,a0e23023
42661500,WRITE,00000000000102f0,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,00813823
42662000,WRITE,00000000000102f0,000000003fbffeb0,7,1,0000000000010b00, HIT,26,0000000007f7ff,1,00813823
42727500,WRITE,0000000000010300,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,00913423
42728000,WRITE,0000000000010300,000000003fbffea8,7,1,0000000000010bd8, HIT,26,0000000007f7ff,1,00913423
42731500,WRITE,0000000000010304,000000003fbffeb8,7,1,0000000000010664, HIT,26,0000000007f7ff,1,00113c23
42732000,WRITE,0000000000010304,000000003fbffeb8,7,1,0000000000010664, HIT,26,0000000007f7ff,1,00113c23
42799500,WRITE,0000000000017334,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01213823
42800000,WRITE,0000000000017334,000000003fbffe80,7,1,0000000000000000, HIT,26,0000000007f7ff,1,01213823
42803500,WRITE,0000000000017338,000000003fbffe90,7,1,0000000000000001, HIT,26,0000000007f7ff,1,02813023
42804000,WRITE,0000000000017338,000000003fbffe90,7,1,0000000000000001, HIT,26,0000000007f7ff,1,02813023
42807500,WRITE,000000000001733c,000000003fbffe88,7,1,000000003fc00008, HIT,26,0000000007f7ff,1,00913c23
42808000,WRITE,000000000001733c,000000003fbffe88,7,1,000000003fc00008, HIT,26,0000000007f7ff,1,00913c23
42853500,WRITE,0000000000017340,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01313423
42854000,WRITE,0000000000017340,000000003fbffe78,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01313423
42857500,WRITE,0000000000017344,000000003fbffe98,7,1,0000000000010310, HIT,26,0000000007f7ff,1,02113423
42858000,WRITE,0000000000017344,000000003fbffe98,7,1,0000000000010310, HIT,26,0000000007f7ff,1,02113423
42861500,WRITE,0000000000017348,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01413023
42862000,WRITE,0000000000017348,000000003fbffe70,7,1,0000000000000000, HIT,25,0000000007f7ff,1,01413023
43012000, READ,0000000000024edc,0000000000095920,7,1,7f7f7f7f7f7f7f7f, HIT,4,0000000000012b,1,9207b683
43012500, READ,0000000000024edc,0000000000095920,7,1,7f7f7f7f7f7f7f7f, HIT,4,0000000000012b,1,9207b683
43123000, READ,0000000000024ee8,0000000000074050,7,1,6f77206f6c6c6548, HIT,1,000000000000e8,1,ff853703
43123500, READ,0000000000024ee8,0000000000074050,7,1,6f77206f6c6c6548, HIT,1,000000000000e8,1,ff853703
43199000, READ,0000000000024ee8,0000000000074058,7,1,0000000021646c72, HIT,1,000000000000e8,1,ff853703
43199500, READ,0000000000024ee8,0000000000074058,7,1,0000000021646c72, HIT,1,000000000000e8,1,ff853703
43218000, READ,0000000000024f00,0000000000074058,1,0,0000000000000072, HIT,1,000000000000e8,1,ff854783
43218500, READ,0000000000024f00,0000000000074058,1,0,0000000000000072, HIT,1,000000000000e8,1,ff854783
43228000, READ,0000000000024f0c,0000000000074059,1,0,000000000000006c, HIT,1,000000000000e8,1,ff954783
43228500, READ,0000000000024f0c,0000000000074059,1,0,000000000000006c, HIT,1,000000000000e8,1,ff954783
43235000, READ,0000000000024f14,000000000007405a,1,0,0000000000000064, HIT,1,000000000000e8,1,ffa54783
43235500, READ,0000000000024f14,000000000007405a,1,0,0000000000000064, HIT,1,000000000000e8,1,ffa54783
43242000, READ,0000000000024f1c,000000000007405b,1,0,0000000000000021, HIT,1,000000000000e8,1,ffb54783
43242500, READ,0000000000024f1c,000000000007405b,1,0,0000000000000021, HIT,1,000000000000e8,1,ffb54783
43249000, READ,0000000000024f24,000000000007405c,1,0,0000000000000000, HIT,1,000000000000e8,1,ffc54703
43249500, READ,0000000000024f24,000000000007405c,1,0,0000000000000000, HIT,1,000000000000e8,1,ffc54703
43253000, READ,0000000000024f28,000000000007405d,1,0,0000000000000000, HIT,1,000000000000e8,1,ffd54683
43253500, READ,0000000000024f28,000000000007405d,1,0,0000000000000000, HIT,1,000000000000e8,1,ffd54683
43257000, READ,0000000000024f2c,000000000007405e,1,0,0000000000000000, HIT,1,000000000000e8,1,ffe54783
43257500, READ,0000000000024f2c,000000000007405e,1,0,0000000000000000, HIT,1,000000000000e8,1,ffe54783
43320000, READ,0000000000017354,0000000000095a18,7,1,0000000000094218, HIT,8,0000000000012b,1,9281b483
43320500, READ,0000000000017354,0000000000095a18,7,1,0000000000094218, HIT,8,0000000000012b,1,9281b483
43402000, READ,000000000001735c,0000000000094218,4,1,fffffffffbad2084, HIT,8,00000000000128,1,0004a783
43402500, READ,000000000001735c,0000000000094218,4,1,fffffffffbad2084, HIT,8,00000000000128,1,0004a783
43459000, READ,0000000000017368,00000000000942a0,7,1,00000000000967b8, HIT,10,00000000000128,1,0884b783
43459500, READ,0000000000017368,00000000000942a0,7,1,00000000000967b8, HIT,10,00000000000128,1,0884b783
43564000, READ,0000000000017370,00000000000967c0,7,1,0000000000000000, HIT,31,0000000000012c,1,0087b703
43564500, READ,0000000000017370,00000000000967c0,7,1,0000000000000000, HIT,31,0000000000012c,1,0087b703
43648000, READ,0000000000017398,00000000000942a0,7,1,00000000000967b8, HIT,10,00000000000128,1,0884b783
43648500, READ,0000000000017398,00000000000942a0,7,1,00000000000967b8, HIT,10,00000000000128,1,0884b783
43699000, READ,000000000001739c,0000000000095a18,7,1,0000000000094218, HIT,8,0000000000012b,1,9281b503
43699500, READ,000000000001739c,0000000000095a18,7,1,0000000000094218, HIT,8,0000000000012b,1,9281b503
43703000,WRITE,00000000000173a0,00000000000967c0,7,1,0000000000098000, HIT,31,0000000000012c,1,0147b423
43703500,WRITE,00000000000173a0,00000000000967c0,7,1,0000000000098000, HIT,31,0000000000012c,1,0147b423
43804000, READ,00000000000173a4,00000000000967bc,4,1,0000000000000000, HIT,30,0000000000012c,1,0047a703
43804500, READ,00000000000173a4,00000000000967bc,4,1,0000000000000000, HIT,30,0000000000012c,1,0047a703
43811000,WRITE,00000000000173ac,00000000000967bc,4,1,0000000000000001, HIT,30,0000000000012c,1,00e7a223
43811500,WRITE,00000000000173ac,00000000000967bc,4,1,0000000000000001, HIT,30,0000000000012c,1,00e7a223
43882000, READ,00000000000173b0,00000000000942d8,4,1,0000000000000000, HIT,11,00000000000128,1,0c052783
43882500, READ,00000000000173b0,00000000000942d8,4,1,0000000000000000, HIT,11,00000000000128,1,0c052783
43939500,WRITE,00000000000173d8,00000000000942d8,4,1,ffffffffffffffff, HIT,11,00000000000128,1,0cf52023
43940000,WRITE,00000000000173d8,00000000000942d8,4,1,ffffffffffffffff, HIT,11,00000000000128,1,0cf52023
43943500, READ,00000000000173dc,00000000000942f0,7,1,000000000008e7d8, HIT,11,00000000000128,1,0d853a03
43944000, READ,00000000000173dc,00000000000942f0,7,1,000000000008e7d8, HIT,11,00000000000128,1,0d853a03
44068000, READ,00000000000173fc,000000000008e810,7,1,000000000001aa64, HIT,0,0000000000011d,1,038a3783
44068500, READ,00000000000173fc,000000000008e810,7,1,000000000001aa64, HIT,0,0000000000011d,1,038a3783
