TIME,PC,INSTRUCTION,REG_A_CONTENTS,REG_B_CONTENTS,REGA_FINAL,REGB_FINAL,ALU_RESULT,JUMP_TARGET,JUMP_TAKEN,ALU_OP,ALU_OP_NAME,OPCODE,OPCODE_NAME,IMMEDIATE
47606000,00000000000219cc,0087b703,0000000000099510,0000000000000000,0000000000000000,0000000000099510,0000000000000008,0000000000099518,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
47707000,00000000000219d0,ff877713,0000000000020af1,0000000000000000,0000000000000000,0000000000020af1,fffffffffffffff8,0000000000020af0,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,fffffffffffffff8
47710000,00000000000219d4,40d77e63,0000000000020af0,0000000000000430,0000000000000430,0000000000020af0,0000000000000430,0000000000000001,0000000000021df0,1, 65,ALU_BGEU, 99,OP_BRANCH,000000000000041c
47757500,0000000000021df0,000946b7,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000094000,0000000000094000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000094000
47760500,0000000000021df4,69868693,0000000000094000,0000000000000000,0000000000000000,0000000000094000,0000000000000698,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000698
47763500,0000000000021df8,40dd86b3,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000000000,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
47766500,0000000000021dfc,00d036b3,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,  9,ALU_SLTU, 51,OP_OP,0000000000000000
47811500,0000000000021e00,001ce613,0000000000000410,0000000000000000,0000000000000000,0000000000000410,0000000000000001,0000000000000411,0000000000000000,0, 20,ALU_ORI, 19,OP_OP_IMM,0000000000000001
47814500,0000000000021e04,00269693,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000002,0000000000000000,0000000000000000,0, 22,ALU_SLLI, 19,OP_OP_IMM,0000000000000002
47817500,0000000000021e08,01978533,0000000000099510,0000000000000410,0000000000000410,0000000000099510,0000000000000410,0000000000099920,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
47820500,0000000000021e0c,00d666b3,0000000000000411,0000000000000000,0000000000000000,0000000000000411,0000000000000000,0000000000000411,0000000000000000,0,  3,ALU_OR, 51,OP_OP,0000000000000000
47823500,0000000000021e10,04adbc23,0000000000094698,0000000000099920,0000000000099920,0000000000094698,0000000000000058,00000000000946f0,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000058
47827500,0000000000021e14,41970733,0000000000020af0,0000000000000410,0000000000000410,0000000000020af0,0000000000000410,00000000000206e0,0000000000000000,0,  1,ALU_SUB, 51,OP_OP,0000000000000000
47830500,0000000000021e18,b441a583,00000000000960f0,0000000000000000,0000000000000000,00000000000960f0,fffffffffffffb44,0000000000095c34,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,fffffffffffffb44
47881000,0000000000021e1c,00d7b423,0000000000099510,0000000000000411,0000000000000411,0000000000099510,0000000000000008,0000000000099518,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
47885000,0000000000021e20,00176713,00000000000206e0,0000000000000000,0000000000000000,00000000000206e0,0000000000000001,00000000000206e1,0000000000000000,0, 20,ALU_ORI, 19,OP_OP_IMM,0000000000000001
47888000,0000000000021e24,00e53423,0000000000099920,00000000000206e1,00000000000206e1,0000000000099920,0000000000000008,0000000000099928,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
47938000,0000000000021e28,01078d13,0000000000099510,0000000000000000,0000000000000000,0000000000099510,0000000000000010,0000000000099520,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000010
47941000,0000000000021e2c,c8058ce3,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000021ac4,1, 60,ALU_BEQ, 99,OP_BRANCH,fffffffffffffc98
47988500,0000000000021ac4,0b813083,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,00000000000000b8,000000003fbffd28,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,00000000000000b8
48091000,0000000000021ac8,000d0513,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000099520,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48094000,0000000000021acc,0b013403,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,00000000000000b0,000000003fbffd20,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,00000000000000b0
48098000,0000000000021ad0,0a813483,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,00000000000000a8,000000003fbffd18,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,00000000000000a8
48102000,0000000000021ad4,0a013903,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,00000000000000a0,000000003fbffd10,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,00000000000000a0
48106000,0000000000021ad8,09813983,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000098,000000003fbffd08,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000098
48110000,0000000000021adc,09013a03,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000090,000000003fbffd00,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000090
48114000,0000000000021ae0,08813a83,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000088,000000003fbffcf8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000088
48118000,0000000000021ae4,08013b03,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000080,000000003fbffcf0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000080
48122000,0000000000021ae8,07813b83,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000078,000000003fbffce8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000078
48126000,0000000000021aec,07013c03,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000070,000000003fbffce0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000070
48130000,0000000000021af0,06813c83,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000068,000000003fbffcd8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000068
48134000,0000000000021af4,06013d03,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000060,000000003fbffcd0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000060
48138000,0000000000021af8,05813d83,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,0000000000000058,000000003fbffcc8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000058
48142000,0000000000021afc,0c010113,000000003fbffc70,0000000000000000,0000000000000000,000000003fbffc70,00000000000000c0,000000003fbffd30,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,00000000000000c0
48192500,0000000000021b00,00008067,0000000000022f9c,0000000000000000,0000000000000000,0000000000021b00,0000000000000004,0000000000021b04,0000000000022f9c,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
48240500,0000000000022f9c,00050793,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000099520,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48243500,0000000000022fa0,0c050463,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,00000000000000c8
48246500,0000000000022fa4,4dc00313,0000000000000000,0000000000000000,0000000000000000,0000000000000000,00000000000004dc,00000000000004dc,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,00000000000004dc
48249500,0000000000022fa8,00100813,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
48252500,0000000000022fac,00042703,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000000,0000000000094698,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000000
48256500,0000000000022fb0,00030893,00000000000004dc,0000000000000000,0000000000000000,00000000000004dc,0000000000000000,00000000000004dc,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48259500,0000000000022fb4,00080513,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48262500,0000000000022fb8,00040593,0000000000094698,0000000000000000,0000000000000000,0000000000094698,0000000000000000,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48265500,0000000000022fbc,00070613,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48315500,0000000000022fc0,00000693,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48318500,0000000000022fc4,00000073,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 74,ALU_ECALL,115,OP_SYSTEM,0000000000000000
48330000,0000000000022fc8,0005051b,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000000000001,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,0000000000000000
48333000,0000000000022fcc,fea710e3,0000000000000001,0000000000000001,0000000000000001,0000000000000001,0000000000000001,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffffe0
48336000,0000000000022fd0,00100613,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
48339000,0000000000022fd4,0ce64663,0000000000000001,0000000000000001,0000000000000001,0000000000000001,0000000000000001,0000000000000000,0000000000000000,0, 62,ALU_BLT, 99,OP_BRANCH,00000000000000cc
48342000,0000000000022fd8,06078a63,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000074
48345000,0000000000022fdc,ff87b703,0000000000099520,0000000000000000,0000000000000000,0000000000099520,fffffffffffffff8,0000000000099518,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,fffffffffffffff8
48397000,0000000000022fe0,00277693,0000000000000411,0000000000000000,0000000000000000,0000000000000411,0000000000000002,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,0000000000000002
48400000,0000000000022fe4,02069063,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,0000000000000020
48403000,0000000000022fe8,00477713,0000000000000411,0000000000000000,0000000000000000,0000000000000411,0000000000000004,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,0000000000000004
48406000,0000000000022fec,0a070263,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000023090,1, 60,ALU_BEQ, 99,OP_BRANCH,00000000000000a4
48453500,0000000000023090,00094737,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000094000,0000000000094000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000094000
48456500,0000000000023094,69870713,0000000000094000,0000000000000000,0000000000000000,0000000000094000,0000000000000698,0000000000094698,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000698
48459500,0000000000023098,f6e406e3,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000094698,0000000000000001,0000000000023004,1, 60,ALU_BEQ, 99,OP_BRANCH,ffffffffffffff6c
48507500,0000000000023004,01813083,000000003fbffd30,0000000000000000,0000000000000000,000000003fbffd30,0000000000000018,000000003fbffd48,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000018
48511500,0000000000023008,00078513,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000099520,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48514500,000000000002300c,01013403,000000003fbffd30,0000000000000000,0000000000000000,000000003fbffd30,0000000000000010,000000003fbffd40,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000010
48518500,0000000000023010,00813483,000000003fbffd30,0000000000000000,0000000000000000,000000003fbffd30,0000000000000008,000000003fbffd38,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
48577000,0000000000023014,02010113,000000003fbffd30,0000000000000000,0000000000000000,000000003fbffd30,0000000000000020,000000003fbffd50,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000020
48580000,0000000000023018,00008067,00000000000455c4,0000000000000000,0000000000000000,0000000000023018,0000000000000004,000000000002301c,00000000000455c4,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
48627500,00000000000455c4,00050593,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000099520,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48630500,00000000000455c8,fff00513,0000000000000000,0000000000000000,0000000000000000,0000000000000000,ffffffffffffffff,ffffffffffffffff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffff
48633500,00000000000455cc,00058c63,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000018
48636500,00000000000455d0,00040513,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000000,0000000000094218,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48639500,00000000000455d4,00100693,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
48642500,00000000000455d8,00958633,0000000000099520,0000000000000400,0000000000000400,0000000000099520,0000000000000400,0000000000099920,0000000000000000,0,  0,ALU_ADD, 51,OP_OP,0000000000000000
48645500,00000000000455dc,f7dd60ef,0000000000000000,0000000000000000,0000000000000000,00000000000455dc,0000000000000004,00000000000455e0,000000000001c558,1, 70,ALU_JAL,111,OP_JAL,fffffffffffd6f7c
48696500,000000000001c558,fd010113,000000003fbffd50,0000000000000000,0000000000000000,000000003fbffd50,ffffffffffffffd0,000000003fbffd20,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffd0
48699500,000000000001c55c,02813023,000000003fbffd20,0000000000094218,0000000000094218,000000003fbffd20,0000000000000020,000000003fbffd40,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000020
48703500,000000000001c560,00050413,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000000,0000000000094218,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48706500,000000000001c564,03853503,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000038,0000000000094250,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000038
48754000,000000000001c568,00913c23,000000003fbffd20,0000000000000400,0000000000000400,000000003fbffd20,0000000000000018,000000003fbffd38,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
48758000,000000000001c56c,01213823,000000003fbffd20,000000000000000c,000000000000000c,000000003fbffd20,0000000000000010,000000003fbffd30,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
48762000,000000000001c570,01313423,000000003fbffd20,0000000000074050,0000000000074050,000000003fbffd20,0000000000000008,000000003fbffd28,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
48766000,000000000001c574,02113423,000000003fbffd20,00000000000455e0,00000000000455e0,000000003fbffd20,0000000000000028,000000003fbffd48,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000028
48770000,000000000001c578,00058993,0000000000099520,0000000000000000,0000000000000000,0000000000099520,0000000000000000,0000000000099520,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48773000,000000000001c57c,00060913,0000000000099920,0000000000000000,0000000000000000,0000000000099920,0000000000000000,0000000000099920,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48822500,000000000001c580,00068493,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000000
48825500,000000000001c584,00042783,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000000,0000000000094218,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000000
48829500,000000000001c588,00050663,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,000000000001c594,1, 60,ALU_BEQ, 99,OP_BRANCH,000000000000000c
48834000,000000000001c594,03343c23,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000038,0000000000094250,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000038
48838000,000000000001c598,05243023,0000000000094218,0000000000099920,0000000000099920,0000000000094218,0000000000000040,0000000000094258,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000040
48842000,000000000001c59c,02049e63,0000000000000001,0000000000000000,0000000000000000,0000000000000001,0000000000000000,0000000000000001,000000000001c5d8,1, 61,ALU_BNE, 99,OP_BRANCH,000000000000003c
48894500,000000000001c5d8,02813083,000000003fbffd20,0000000000000000,0000000000000000,000000003fbffd20,0000000000000028,000000003fbffd48,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000028
48898500,000000000001c5dc,ffe7f793,fffffffffbad2084,0000000000000000,0000000000000000,fffffffffbad2084,fffffffffffffffe,fffffffffbad2084,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,fffffffffffffffe
48901500,000000000001c5e0,00f42023,0000000000094218,fffffffffbad2084,fffffffffbad2084,0000000000094218,0000000000000000,0000000000094218,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000000
48905500,000000000001c5e4,01813483,000000003fbffd20,0000000000000000,0000000000000000,000000003fbffd20,0000000000000018,000000003fbffd38,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000018
48909500,000000000001c5e8,02013403,000000003fbffd20,0000000000000000,0000000000000000,000000003fbffd20,0000000000000020,000000003fbffd40,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000020
48913500,000000000001c5ec,01013903,000000003fbffd20,0000000000000000,0000000000000000,000000003fbffd20,0000000000000010,000000003fbffd30,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000010
48917500,000000000001c5f0,00813983,000000003fbffd20,0000000000000000,0000000000000000,000000003fbffd20,0000000000000008,000000003fbffd28,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
48921500,000000000001c5f4,03010113,000000003fbffd20,0000000000000000,0000000000000000,000000003fbffd20,0000000000000030,000000003fbffd50,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000030
48924500,000000000001c5f8,00008067,00000000000455e0,0000000000000000,0000000000000000,000000000001c5f8,0000000000000004,000000000001c5fc,00000000000455e0,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
48975500,00000000000455e0,00100513,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,0000000000000001,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000001
48978500,00000000000455e4,09813083,000000003fbffd50,0000000000000000,0000000000000000,000000003fbffd50,0000000000000098,000000003fbffde8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000098
49030000,00000000000455e8,09013403,000000003fbffd50,0000000000000000,0000000000000000,000000003fbffd50,0000000000000090,000000003fbffde0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000090
49034000,00000000000455ec,08813483,000000003fbffd50,0000000000000000,0000000000000000,000000003fbffd50,0000000000000088,000000003fbffdd8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000088
49038000,00000000000455f0,08013903,000000003fbffd50,0000000000000000,0000000000000000,000000003fbffd50,0000000000000080,000000003fbffdd0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000080
49042000,00000000000455f4,0a010113,000000003fbffd50,0000000000000000,0000000000000000,000000003fbffd50,00000000000000a0,000000003fbffdf0,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,00000000000000a0
49045000,00000000000455f8,00008067,000000000001c690,0000000000000000,0000000000000000,00000000000455f8,0000000000000004,00000000000455fc,000000000001c690,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
49098500,000000000001c690,fff00793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,ffffffffffffffff,ffffffffffffffff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffff
49101500,000000000001c694,faf51ce3,0000000000000001,ffffffffffffffff,ffffffffffffffff,0000000000000001,ffffffffffffffff,0000000000000001,000000000001c64c,1, 61,ALU_BNE, 99,OP_BRANCH,ffffffffffffffb8
49149500,000000000001c64c,01813083,000000003fbffdf0,0000000000000000,0000000000000000,000000003fbffdf0,0000000000000018,000000003fbffe08,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000018
49198000,000000000001c650,01013403,000000003fbffdf0,0000000000000000,0000000000000000,000000003fbffdf0,0000000000000010,000000003fbffe00,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000010
49202000,000000000001c654,00813483,000000003fbffdf0,0000000000000000,0000000000000000,000000003fbffdf0,0000000000000008,000000003fbffdf8,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000008
49206000,000000000001c658,00013903,000000003fbffdf0,0000000000000000,0000000000000000,000000003fbffdf0,0000000000000000,000000003fbffdf0,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000000
49210000,000000000001c65c,02010113,000000003fbffdf0,0000000000000000,0000000000000000,000000003fbffdf0,0000000000000020,000000003fbffe10,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,0000000000000020
49213000,000000000001c660,00008067,000000000001b79c,0000000000000000,0000000000000000,000000000001c660,0000000000000004,000000000001c664,000000000001b79c,1, 71,ALU_JALR,103,OP_JALR,0000000000000000
49266500,000000000001b79c,03843603,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000038,0000000000094250,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000038
49270500,000000000001b7a0,00042783,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000000,0000000000094218,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,0000000000000000
49274500,000000000001b7a4,00c43c23,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000018,0000000000094230,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
49278500,000000000001b7a8,00c43423,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000008,0000000000094220,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
49282500,000000000001b7ac,00c43823,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000010,0000000000094228,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000010
49286500,000000000001b7b0,e81ff06f,0000000000000000,0000000000000000,0000000000000000,000000000001b7b0,0000000000000004,000000000001b7b4,000000000001b630,1, 70,ALU_JAL,111,OP_JAL,fffffffffffffe80
49338500,000000000001b630,1007f713,fffffffffbad2084,0000000000000000,0000000000000000,fffffffffbad2084,0000000000000100,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,0000000000000100
49341500,000000000001b634,18071063,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0, 61,ALU_BNE, 99,OP_BRANCH,0000000000000180
49344500,000000000001b638,04043683,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000040,0000000000094258,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000040
49348500,000000000001b63c,14c68463,0000000000099920,0000000000099520,0000000000099520,0000000000099920,0000000000099520,0000000000000000,0000000000000000,0, 60,ALU_BEQ, 99,OP_BRANCH,0000000000000148
49395500,000000000001b640,01043583,0000000000094218,0000000000000000,0000000000000000,0000000000094218,0000000000000010,0000000000094228,0000000000000000,0, 86,ALU_LD,  3,OP_LOAD,0000000000000010
49399500,000000000001b644,00001737,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000001000,0000000000001000,0000000000000000,0, 72,ALU_LUI, 55,OP_LUI,0000000000001000
49402500,000000000001b648,8007071b,0000000000001000,0000000000000000,0000000000000000,0000000000001000,fffffffffffff800,0000000000000800,0000000000000000,0, 30,ALU_ADDIW, 27,OP_IMM_32,fffffffffffff800
49405500,000000000001b64c,0c042503,0000000000094218,0000000000000000,0000000000000000,0000000000094218,00000000000000c0,00000000000942d8,0000000000000000,0, 82,ALU_LW,  3,OP_LOAD,00000000000000c0
49409500,000000000001b650,00e7e733,fffffffffbad2084,0000000000000800,0000000000000800,fffffffffbad2084,0000000000000800,fffffffffbad2884,0000000000000000,0,  3,ALU_OR, 51,OP_OP,0000000000000000
49412500,000000000001b654,02c43423,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000028,0000000000094240,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000028
49416500,000000000001b658,02c43023,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000020,0000000000094238,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000020
49420500,000000000001b65c,02d43823,0000000000094218,0000000000099920,0000000000099920,0000000000094218,0000000000000030,0000000000094248,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000030
49424500,000000000001b660,00b43423,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000008,0000000000094220,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000008
49428500,000000000001b664,00b43c23,0000000000094218,0000000000099520,0000000000099520,0000000000094218,0000000000000018,0000000000094230,0000000000000000,0, 53,ALU_SD, 35,OP_STORE,0000000000000018
49432500,000000000001b668,00e42023,0000000000094218,fffffffffbad2884,fffffffffbad2884,0000000000094218,0000000000000000,0000000000094218,0000000000000000,0, 52,ALU_SW, 35,OP_STORE,0000000000000000
49436500,000000000001b66c,04a04263,0000000000000000,ffffffffffffffff,ffffffffffffffff,0000000000000000,ffffffffffffffff,0000000000000000,0000000000000000,0, 62,ALU_BLT, 99,OP_BRANCH,0000000000000044
49439500,000000000001b670,2027f793,fffffffffbad2084,0000000000000000,0000000000000000,fffffffffbad2084,0000000000000202,0000000000000000,0000000000000000,0, 21,ALU_ANDI, 19,OP_OP_IMM,0000000000000202
49442500,000000000001b674,02078e63,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000001,000000000001b6b0,1, 60,ALU_BEQ, 99,OP_BRANCH,000000000000003c
49494500,000000000001b6b0,fff00793,0000000000000000,0000000000000000,0000000000000000,0000000000000000,ffffffffffffffff,ffffffffffffffff,0000000000000000,0, 18,ALU_ADDI, 19,OP_OP_IMM,ffffffffffffffff
